Target	BaitCovg	w/in100nt	w/in300nt	w/in500nt
set6-0340000216628-PSMD12-ex-21	97.92%	100.00%	100.00%	100.00%
set6-0340000216917-ZSWIM4-ex-11	97.18%	100.00%	100.00%	100.00%
set6-0340000217208-PTPN3-ex-5	96.17%	100.00%	100.00%	100.00%
set6-0340000217612-WDR82-ex-5	96.20%	100.00%	100.00%	100.00%
set6-0340000217764-PIGO-ex-9	97.97%	100.00%	100.00%	100.00%
set6-0340000217826-EHMT1-ex-0	97.64%	100.00%	100.00%	100.00%
set6-0340000217828-GLCCI1-ex-0	98.75%	100.00%	100.00%	100.00%
set6-0340000217841-TLK2-ex-1	98.75%	100.00%	100.00%	100.00%
set6-0340000217843-PR-ex-1	98.75%	100.00%	100.00%	100.00%
set6-0340000217855-RPS6KA5-ex-17	90.31%	100.00%	100.00%	100.00%
set6-0340000217978-PHC2-ex-10	97.21%	100.00%	100.00%	100.00%
set6-0340000218135-LMNB1-ex-4	95.50%	100.00%	100.00%	100.00%
set6-0340000218807-CEP170-ex-0	98.75%	100.00%	100.00%	100.00%
set6-0340000218930-ID4-ex-2	97.44%	100.00%	100.00%	100.00%
set6-0340000219227-PHLPP2-ex-8	98.75%	100.00%	100.00%	100.00%
set6-0340000219243-GLCE-ex-5	98.75%	100.00%	100.00%	100.00%
set6-0340000219307-SEMA4G-ex-0	90.75%	100.00%	100.00%	100.00%
set6-0340000220656-TOP1-ex-0	98.75%	100.00%	100.00%	100.00%
set6-0340000220768-MYH11-ex-10	95.28%	100.00%	100.00%	100.00%
set6-0340000220918-ARID1A-ex-0	98.75%	100.00%	100.00%	100.00%
set6-0340000220993-nat14-ex-3	98.09%	100.00%	100.00%	100.00%
set6-0340000221023-QRICH1-ex-1	96.77%	100.00%	100.00%	100.00%
set6-0340000221351-PIK3CB-ex-1	97.51%	100.00%	100.00%	100.00%
set6-0340000221361-PRKX-ex-6	96.05%	100.00%	100.00%	100.00%
set6-0340000221838-polr2b-ex-28	95.43%	100.00%	100.00%	100.00%
set6-0340000221865-R3hdm2-ex-25	95.07%	100.00%	100.00%	100.00%
set6-0340000221881-pde4c-ex-0	98.68%	100.00%	100.00%	100.00%
set6-0340000221889-DDHD2-ex-9	95.00%	100.00%	100.00%	100.00%
set6-0340000221901-ARHGAP35-ex-3	98.75%	100.00%	100.00%	100.00%
set6-0340000222043-rras2-ex-0	98.75%	100.00%	100.00%	100.00%
set6-0340000222195-kif23.L-ex-18	95.26%	100.00%	100.00%	100.00%
set6-0340000222336-TMEM55A-ex-9	98.53%	100.00%	100.00%	100.00%
set6-0340000222344-AP5Z1-ex-2	95.28%	100.00%	100.00%	100.00%
set6-0340000222637-TBC1D4-ex-1	98.63%	100.00%	100.00%	100.00%
set6-0340000223410-smc4.L-ex-2	95.67%	100.00%	100.00%	100.00%
set6-0340000224130-RBM15-ex-1	98.75%	100.00%	100.00%	100.00%
set6-0340000224192-VPS11-ex-4	95.88%	100.00%	100.00%	100.00%
set6-0340000225303-Paip1-ex-10	97.01%	100.00%	100.00%	100.00%
set6-0340000225919-RNF121-ex-2	97.05%	100.00%	100.00%	100.00%
set6-0340000226095-AP3B1-ex-1	96.81%	100.00%	100.00%	100.00%
set6-0340000226154-DLK2-ex-0	98.75%	100.00%	100.00%	100.00%
set6-0340000226402-pygl-ex-1	95.69%	100.00%	100.00%	100.00%
set6-0340000226440-SET-ex-5	70.25%	100.00%	100.00%	100.00%
set6-0340000226570-DCP2-ex-3	97.54%	100.00%	100.00%	100.00%
set6-0340000226665-ar-ex-1	97.38%	100.00%	100.00%	100.00%
set6-0340000226720-CEP128-ex-10	98.45%	100.00%	100.00%	100.00%
set6-0340000226859-Receptor-transporting-ex-0	97.06%	100.00%	100.00%	100.00%
set6-0340000226860-AES-ex-6	97.07%	100.00%	100.00%	100.00%
set6-0340000227002-PIK3R4-ex-16	98.68%	100.00%	100.00%	100.00%
set6-0340000227062-Csnk1g1-ex-1	30.30%	71.97%	100.00%	100.00%
set6-0340000227147-calhm2-ex-3	97.56%	100.00%	100.00%	100.00%
set6-0340000227228-hspa5-ex-5	97.39%	100.00%	100.00%	100.00%
set6-0340000227362-fbxo31.L-ex-1	89.50%	100.00%	100.00%	100.00%
set6-0340000227372-NPHP4-ex-19	95.58%	100.00%	100.00%	100.00%
set6-0340000227387-DEPDC5-ex-39	38.84%	87.38%	100.00%	100.00%
set6-0340000227594-btf3.S-ex-3	95.02%	100.00%	100.00%	100.00%
set6-0340000227726-ASB8-ex-0	98.45%	100.00%	100.00%	100.00%
set6-0340000227741-unc119-ex-0	97.18%	100.00%	100.00%	100.00%
set6-0340000227975-TMEM2-ex-17	95.12%	100.00%	100.00%	100.00%
set6-0340000228090-ZBTB7B-ex-2	98.75%	100.00%	100.00%	100.00%
set6-0340000228353-NCOA3-ex-12	98.75%	100.00%	100.00%	100.00%
set6-0340000228364-MAMLD1-ex-1	98.75%	100.00%	100.00%	100.00%
set6-0340000228399-odc1.L-ex-1	97.60%	100.00%	100.00%	100.00%
set6-0340000228405-ATPase-ex-1	95.00%	100.00%	100.00%	100.00%
set6-0340000228466-Ppp2r5d-ex-0	97.74%	100.00%	100.00%	100.00%
set6-0340000228473-TAF6L-ex-9	98.71%	100.00%	100.00%	100.00%
set6-0340000228547-SEMA3F-ex-0	82.82%	100.00%	100.00%	100.00%
set6-0340000228615-receptor-interacting-ex-6	96.35%	100.00%	100.00%	100.00%
set6-0340000228616-katna1-ex-1	96.69%	100.00%	100.00%	100.00%
set6-0340000229433-DENND4C-ex-3	98.75%	100.00%	100.00%	100.00%
set6-0340000229536-MAP2K7-ex-10	97.55%	100.00%	100.00%	100.00%
set6-0340000230938-CCDC71-ex-0	98.75%	100.00%	100.00%	100.00%
set6-0340000231253-CLCN2-ex-15	95.26%	100.00%	100.00%	100.00%
set6-0340000231394-IKZF5-ex-0	94.00%	100.00%	100.00%	100.00%
set6-0340000231721-ARID4A-ex-0	96.75%	100.00%	100.00%	100.00%
set6-0340000231855-HCFC1-ex-1	96.93%	100.00%	100.00%	100.00%
set6-0340000231947-CUNH18orf25-ex-5	97.99%	100.00%	100.00%	100.00%
set6-0340000232252-PLPP7-ex-1	97.97%	100.00%	100.00%	100.00%
set6-0340000232588-GPR157-ex-1	97.47%	100.00%	100.00%	100.00%
set6-0340000233035-ETV4-ex-14	98.63%	100.00%	100.00%	100.00%
set6-0340000233512-CRKL-ex-2	92.52%	100.00%	100.00%	100.00%
set6-0340000233712-RANBP3-ex-1	97.96%	100.00%	100.00%	100.00%
set6-0340000234462-KIAA1522-ex-5	95.12%	100.00%	100.00%	100.00%
set6-0340000234778-ATR-ex-3	98.75%	100.00%	100.00%	100.00%
set6-0340000234793-gphn.L-ex-2	96.75%	100.00%	100.00%	100.00%
set6-0340000234894-PPWD1-ex-0	83.58%	100.00%	100.00%	100.00%
set6-0340000235135-RBM26-ex-0	98.49%	100.00%	100.00%	100.00%
set6-0340000235170-SLC22A16-ex-2	98.19%	100.00%	100.00%	100.00%
set6-0340000235188-KIAA0930-ex-1	77.54%	100.00%	100.00%	100.00%
set6-0340000235555-FBXL19-ex-2	89.20%	100.00%	100.00%	100.00%
set6-0340000235757-MTF2-ex-17	96.93%	100.00%	100.00%	100.00%
set6-0340000235770-PKNOX1-ex-12	97.47%	100.00%	100.00%	100.00%
set6-0340000236198-MORC3-ex-3	95.31%	100.00%	100.00%	100.00%
set6-0340000236257-MGAT1-ex-2	98.75%	100.00%	100.00%	100.00%
set6-0340000236318-SETD1A-ex-0	95.50%	100.00%	100.00%	100.00%
set6-0340000236344-MED12-ex-23	95.54%	100.00%	100.00%	100.00%
set6-0340000236344-MED12-ex-9	97.28%	100.00%	100.00%	100.00%
set6-0340000236469-FAM53A-ex-0	95.83%	100.00%	100.00%	100.00%
set6-0340000236512-MEGF8-ex-0	90.75%	100.00%	100.00%	100.00%
set6-0340000236521-SMARCA4-ex-9	96.21%	100.00%	100.00%	100.00%
set6-0340000236574-KAT14-ex-5	97.61%	100.00%	100.00%	100.00%
set6-0340000236657-ANP32E-ex-7	87.79%	100.00%	100.00%	100.00%
set6-0340000236859-sema3d.L-ex-18	98.75%	100.00%	100.00%	100.00%
set6-0340000236902-SETD7-ex-4	95.02%	100.00%	100.00%	100.00%
set6-0340000237245-FAM184A-ex-1	96.18%	100.00%	100.00%	100.00%
set6-0340000237269-MAP1A-ex-5	84.75%	100.00%	100.00%	100.00%
set6-0340000237300-ZNF148-ex-6	98.75%	100.00%	100.00%	100.00%
set6-0340000237338-khk-ex-4	95.52%	100.00%	100.00%	100.00%
set6-0340000237488-CHAC2-ex-3	97.42%	100.00%	100.00%	100.00%
set6-0340000237676-NANS-ex-8	98.03%	100.00%	100.00%	100.00%
set6-0340000237688-PRAG1-ex-0	98.75%	100.00%	100.00%	100.00%
set6-0340000237704-DCAF1-ex-13	98.75%	100.00%	100.00%	100.00%
set6-0340000237724-RNF38-ex-0	98.64%	100.00%	100.00%	100.00%
set6-0340000237794-XPO1-ex-1	98.68%	100.00%	100.00%	100.00%
set6-0340000237796-SEC24C-ex-0	96.28%	100.00%	100.00%	100.00%
set6-0340000237858-STRBP-ex-0	97.16%	100.00%	100.00%	100.00%
set6-0340000237863-UACA-ex-14	98.75%	100.00%	100.00%	100.00%
set6-0340000238027-XPOT-ex-5	95.41%	100.00%	100.00%	100.00%
set6-0340000238105-CNOT1-ex-1	98.60%	100.00%	100.00%	100.00%
set6-0340000238216-CLTCL1-ex-32	98.25%	100.00%	100.00%	100.00%
set6-0340000238344-grk5-ex-15	96.88%	100.00%	100.00%	100.00%
set6-0340000238357-BCL9L-ex-1	92.75%	100.00%	100.00%	100.00%
set6-0340000238550-C10H14orf93-ex-4	84.26%	100.00%	100.00%	100.00%
set6-0340000238727-RPGRIP1L-ex-15	97.77%	100.00%	100.00%	100.00%
set6-0340000239467-HEPHL1-ex-9	95.28%	100.00%	100.00%	100.00%
set6-0340000239519-SUPT6H-ex-0	97.08%	100.00%	100.00%	100.00%
set6-0340000239539-RNF43-ex-9	91.88%	100.00%	100.00%	100.00%
set6-0340000239953-FAM181B-ex-0	96.30%	100.00%	100.00%	100.00%
set6-0340000240282-FASTKD5-ex-6	98.18%	100.00%	100.00%	100.00%
set6-0340000240416-B3GAT3-ex-2	96.90%	100.00%	100.00%	100.00%
set6-0340000241145-PCSK5-ex-21	90.75%	100.00%	100.00%	100.00%
set6-0340000241221-TBC1D9-ex-5	95.12%	100.00%	100.00%	100.00%
set6-0340000241272-pygo2.S-ex-0	98.75%	100.00%	100.00%	100.00%
set6-0340000241494-gspt1-ex-16	98.43%	100.00%	100.00%	100.00%
set6-0340000241553-Eyes-ex-16	97.90%	100.00%	100.00%	100.00%
set6-0340000241580-LIN54-ex-1	95.05%	100.00%	100.00%	100.00%
set6-0340000241633-cell-ex-17	96.38%	100.00%	100.00%	100.00%
set6-0340000242212-CDK14-ex-11	95.90%	100.00%	100.00%	100.00%
set6-0340000242301-GRB10-ex-17	97.29%	100.00%	100.00%	100.00%
set6-0340000242335-HHEX-ex-3	75.93%	100.00%	100.00%	100.00%
set6-0340000242453-ETV6-ex-3	98.18%	100.00%	100.00%	100.00%
set6-0340000242614-TCF12-ex-22	98.18%	100.00%	100.00%	100.00%
set6-0340000242661-smc2.L-ex-24	95.87%	100.00%	100.00%	100.00%
set6-0340000242697-MERTK-ex-1	95.28%	100.00%	100.00%	100.00%
set6-0340000242720-GOLGA5-ex-3	95.54%	100.00%	100.00%	100.00%
set6-0340000242823-MMS22L-ex-11	98.02%	100.00%	100.00%	100.00%
set6-0340000242829-TOGARAM1-ex-1	98.75%	100.00%	100.00%	100.00%
set6-0340000242856-ucp2-ex-4	95.59%	100.00%	100.00%	100.00%
set6-0340000242985-CAMK2D-ex-23	87.32%	100.00%	100.00%	100.00%
set6-0340000243064-PTBP1-ex-15	96.93%	100.00%	100.00%	100.00%
set6-0340000243397-tdrp-ex-5	98.75%	100.00%	100.00%	100.00%
set6-0340000243583-PDF-ex-2	98.33%	100.00%	100.00%	100.00%
set6-0340000243818-ARHGEF17-ex-11	95.31%	100.00%	100.00%	100.00%
set6-0340000244033-DLG1-ex-25	90.75%	100.00%	100.00%	100.00%
set6-0340000244275-tmed1-ex-1	95.50%	100.00%	100.00%	100.00%
set6-0340000244428-SAP130-ex-16	97.18%	100.00%	100.00%	100.00%
set6-0340000244832-METTL25-ex-10	95.74%	100.00%	100.00%	100.00%
set6-0340000244880-ANGEL2-ex-4	97.61%	100.00%	100.00%	100.00%
set6-0340000245100-RAP1GDS1-ex-0	98.51%	100.00%	100.00%	100.00%
set6-0340000245492-CDC27-ex-1	92.50%	100.00%	100.00%	100.00%
set6-0340000245622-FAM184B-ex-0	98.27%	100.00%	100.00%	100.00%
set6-0340000246012-PKLR-ex-6	96.23%	100.00%	100.00%	100.00%
set6-0340000246533-SLCO5A1-ex-0	98.28%	100.00%	100.00%	100.00%
set6-0340000246755-ogdh-ex-20	95.88%	100.00%	100.00%	100.00%
set6-0340000246770-ING2-ex-1	95.86%	100.00%	100.00%	100.00%
set6-0340000246817-WDR24-ex-2	97.02%	100.00%	100.00%	100.00%
set6-0340000246945-HMOX2-ex-0	95.94%	100.00%	100.00%	100.00%
set6-0340000247550-C3H1orf198-ex-4	97.74%	100.00%	100.00%	100.00%
set6-0340000247618-ZBED4-ex-1	98.75%	100.00%	100.00%	100.00%
set6-0340000247754-TBC1D2B-ex-3	97.98%	100.00%	100.00%	100.00%
set6-0340000248146-PARD3-ex-2	98.75%	100.00%	100.00%	100.00%
set6-0340000248161-vwf.L-ex-30	95.22%	100.00%	100.00%	100.00%
set6-0340000248547-thoc3-ex-3	95.10%	100.00%	100.00%	100.00%
set6-0340000248560-twnk-ex-2	95.80%	100.00%	100.00%	100.00%
set6-0340000248836-TRIM33-ex-2	97.16%	100.00%	100.00%	100.00%
set6-0340000249016-KDM2B-ex-0	97.28%	100.00%	100.00%	100.00%
set6-0340000249243-LARGE1-ex-14	95.56%	100.00%	100.00%	100.00%
set6-0340000249302-SLC25A6-ex-3	97.77%	100.00%	100.00%	100.00%
set6-0340000249537-BBS4-ex-14	95.17%	100.00%	100.00%	100.00%
set6-0340000250122-DROSHA-ex-1	98.75%	100.00%	100.00%	100.00%
set6-0340000250194-ZMIZ2-ex-17	97.84%	100.00%	100.00%	100.00%
set6-0340000250393-Memo1-ex-9	98.57%	100.00%	100.00%	100.00%
set6-0340000250414-NDUFAF7-ex-10	98.75%	100.00%	100.00%	100.00%
set6-0340000250470-cdh1.S-ex-4	95.22%	100.00%	100.00%	100.00%
set6-0340000250949-CSNK2B-ex-9	97.22%	100.00%	100.00%	100.00%
set6-0340000251017-ABHD13-ex-0	98.75%	100.00%	100.00%	100.00%
set6-0340000251087-UBR4-ex-57	95.35%	100.00%	100.00%	100.00%
set6-0340000251271-ABCF1-ex-2	98.32%	100.00%	100.00%	100.00%
set6-0340000251276-GOLPH3-ex-0	98.75%	100.00%	100.00%	100.00%
set6-0340000251642-ARHGAP11A-ex-7	95.88%	100.00%	100.00%	100.00%
set6-0340000251650-PDIA6-ex-0	98.21%	100.00%	100.00%	100.00%
set6-0340000251688-zfand5-ex-6	97.58%	100.00%	100.00%	100.00%
set6-0340000256098-TCF21-ex-1	82.51%	100.00%	100.00%	100.00%
set6-0340000256823-ppp4c-ex-0	97.60%	100.00%	100.00%	100.00%
set6-0340000256834-BYSL-ex-0	97.08%	100.00%	100.00%	100.00%
set6-0340000256845-UHRF1-ex-2	96.15%	100.00%	100.00%	100.00%
set6-0340000256959-TCF20-ex-3	86.75%	100.00%	100.00%	100.00%
set6-0340000257001-Herc4-ex-1	98.51%	100.00%	100.00%	100.00%
set6-0340000257006-SRPRB-ex-0	95.35%	100.00%	100.00%	100.00%
set6-0340000257010-ndufs4-ex-1	95.10%	100.00%	100.00%	100.00%
set6-0340000257012-LSU-ex-1	79.74%	100.00%	100.00%	100.00%
set6-0340000257023-HAL-ex-20	95.90%	100.00%	100.00%	100.00%
set6-0340000257035-rnf149.L-ex-5	95.92%	100.00%	100.00%	100.00%
set6-0340000257759-CCDC14-ex-3	95.31%	100.00%	100.00%	100.00%
set6-0340000257787-CCDC87-ex-1	97.95%	100.00%	100.00%	100.00%
set6-0340000259091-TMED2-ex-0	96.14%	100.00%	100.00%	100.00%
set6-0340000259521-UBR2-ex-45	96.09%	100.00%	100.00%	100.00%
set6-0340000259580-SPPL3-ex-0	94.00%	100.00%	100.00%	100.00%
set6-0340000260371-GTF2B-ex-5	96.44%	100.00%	100.00%	100.00%
set6-0340000260416-SNX25-ex-1	98.52%	100.00%	100.00%	100.00%
set6-0340000260428-Ppp2cb-ex-6	40.19%	72.35%	100.00%	100.00%
set6-0340000260613-CDC73-ex-11	95.15%	100.00%	100.00%	100.00%
set6-0340000260614-TRIP13-ex-1	98.75%	100.00%	100.00%	100.00%
set6-0340000260619-PIDD1-ex-14	95.85%	100.00%	100.00%	100.00%
set6-0340000260709-SNX1-ex-13	97.90%	100.00%	100.00%	100.00%
set6-0340000260710-SMG5-ex-0	97.83%	100.00%	100.00%	100.00%
set6-0340000260718-dok1-ex-1	98.75%	100.00%	100.00%	100.00%
set6-0340000260759-KCNQ1-ex-15	84.75%	100.00%	100.00%	100.00%
set6-0340000261195-SLC25A37-ex-1	95.59%	100.00%	100.00%	100.00%
set6-0340000261273-GZF1-ex-4	98.00%	100.00%	100.00%	100.00%
set6-0340000262720-SLC45A3-ex-2	98.75%	100.00%	100.00%	100.00%
set6-0340000263283-ndufv1.L-ex-7	95.02%	100.00%	100.00%	100.00%
set6-0340000263318-MFSD5-ex-0	98.75%	100.00%	100.00%	100.00%
set6-0340000264959-SOCS7-ex-0	67.76%	92.69%	100.00%	100.00%
set6-0340000264983-AP3S1-ex-6	97.70%	100.00%	100.00%	100.00%
set6-0340000266262-HSDL1-ex-1	95.48%	100.00%	100.00%	100.00%
set6-0340000266294-UGCG-ex-6	96.76%	100.00%	100.00%	100.00%
set6-0340000266529-DHX8-ex-1	96.06%	100.00%	100.00%	100.00%
set6-0340000266529-DHX8-ex-16	95.05%	100.00%	100.00%	100.00%
set6-0340000266557-DHX33-ex-9	95.59%	100.00%	100.00%	100.00%
set6-0340000267508-ATP6V0C-ex-0	98.75%	100.00%	100.00%	100.00%
set6-0340000267523-ywhae-ex-1	92.13%	100.00%	100.00%	100.00%
set6-0340000267550-znf628.S-ex-8	98.75%	100.00%	100.00%	100.00%
set6-0340000269267-cdc20-ex-11	95.12%	100.00%	100.00%	100.00%
set6-0340000269308-EIF2S2-ex-0	96.24%	100.00%	100.00%	100.00%
set6-0340000269308-EIF2S2-ex-12	96.59%	100.00%	100.00%	100.00%
set6-0340000269335-ABRAXAS2-ex-7	97.98%	100.00%	100.00%	100.00%
set6-0340000269340-unnamed-ex-2	95.71%	100.00%	100.00%	100.00%
set6-0340000269346-ERLEC1-ex-3	95.52%	100.00%	100.00%	100.00%
set6-0340000269356-ATP5C1-ex-7	95.10%	100.00%	100.00%	100.00%
set6-0340000269357-ABHD14A-ex-1	96.45%	100.00%	100.00%	100.00%
set6-0340000271114-LNX1-ex-3	95.67%	100.00%	100.00%	100.00%
set6-0340000271238-SBDS-ex-2	95.00%	100.00%	100.00%	100.00%
set6-0340000273976-zinc-ex-5	97.67%	100.00%	100.00%	100.00%
set6-0340000273990-UBE2H-ex-0	72.62%	100.00%	100.00%	100.00%
set6-0340000275176-WDR1-ex-1	98.75%	100.00%	100.00%	100.00%
set6-0340000275185-UBTD2-ex-2	98.75%	100.00%	100.00%	100.00%
set6-0340000275186-KRT18-ex-2	72.93%	100.00%	100.00%	100.00%
set6-0340000275219-MFSD6L-ex-0	98.75%	100.00%	100.00%	100.00%
set6-0340000275233-mcm4-ex-5	95.61%	100.00%	100.00%	100.00%
set6-0340000275673-CDC42EP3-ex-2	98.75%	100.00%	100.00%	100.00%
set6-0340000275684-RAB21-ex-0	98.73%	100.00%	100.00%	100.00%
set6-0340000275712-PPP4R2-ex-0	98.18%	100.00%	100.00%	100.00%
set6-0340000277477-DLG3-ex-11	86.00%	100.00%	100.00%	100.00%
set6-0340000277519-MAPK7-ex-4	98.75%	100.00%	100.00%	100.00%
set6-0340000277547-dysbindin-ex-1	97.96%	100.00%	100.00%	100.00%
set6-0340000277561-SDC2-ex-5	98.75%	100.00%	100.00%	100.00%
set6-0340000278656-GALNT1-ex-11	98.16%	100.00%	100.00%	100.00%
set6-0340000279827-ARHGAP10-ex-0	95.83%	100.00%	100.00%	100.00%
set6-0340000279843-nucleotide-binding-ex-1	97.34%	100.00%	100.00%	100.00%
set6-0340000280186-TSG101-ex-0	95.85%	100.00%	100.00%	100.00%
set6-0340000280186-TSG101-ex-1	95.67%	100.00%	100.00%	100.00%
set6-0340000281092-adh4-ex-5	96.11%	100.00%	100.00%	100.00%
set6-0340000281110-NOL6-ex-1	95.63%	100.00%	100.00%	100.00%
set6-0340000281148-tfip11.L-ex-12	97.16%	100.00%	100.00%	100.00%
set6-0340000283944-FKRP-ex-1	98.75%	100.00%	100.00%	100.00%
set6-0340000284685-SRRT-ex-5	96.87%	100.00%	100.00%	100.00%
set6-0340000284691-sar1a-ex-0	80.00%	99.23%	100.00%	100.00%
set6-0340000284692-SHOC2-ex-8	86.32%	100.00%	100.00%	100.00%
set6-0340000284694-CFDP1-ex-3	97.53%	100.00%	100.00%	100.00%
set6-0340000284696-ANP32B-ex-0	95.10%	100.00%	100.00%	100.00%
set6-0340000284730-CNOT9-ex-7	98.50%	100.00%	100.00%	100.00%
set6-0340000285687-AP3M1-ex-1	96.36%	100.00%	100.00%	100.00%
set6-0340000286134-RNF150-ex-6	95.12%	100.00%	100.00%	100.00%
set6-0340000287593-capsl.L-ex-4	95.12%	100.00%	100.00%	100.00%
set6-0340000287597-FBXO28-ex-4	98.51%	100.00%	100.00%	100.00%
set6-0340000288682-RRBP1-ex-1	97.44%	100.00%	100.00%	100.00%
set6-0340000289225-STK17A-ex-0	97.07%	100.00%	100.00%	100.00%
set6-0340000289365-FAM234B-ex-1	95.61%	100.00%	100.00%	100.00%
set6-0340000290162-KDELR2-ex-0	96.09%	100.00%	100.00%	100.00%
set6-0340000290774-mtap-ex-2	95.73%	100.00%	100.00%	100.00%
set6-0340000290800-pcolce.L-ex-1	96.12%	100.00%	100.00%	100.00%
set6-0340000290803-DHCR7-ex-2	95.26%	100.00%	100.00%	100.00%
set6-0340000291944-WDR47-ex-3	95.41%	100.00%	100.00%	100.00%
set6-0340000291946-TNFAIP8L1-ex-1	96.62%	100.00%	100.00%	100.00%
set6-0340000292123-PLK4-ex-11	98.75%	100.00%	100.00%	100.00%
set6-0340000293284-TADA2B-ex-1	98.75%	100.00%	100.00%	100.00%
set6-0340000294843-txnrd3-ex-9	97.93%	100.00%	100.00%	100.00%
set6-0340000298905-ALKBH4-ex-0	98.54%	100.00%	100.00%	100.00%
set6-0340000298969-USP14-ex-15	98.75%	100.00%	100.00%	100.00%
set6-0340000298971-TMEM115-ex-0	98.75%	100.00%	100.00%	100.00%
set6-0340000301462-ZNF598-ex-1	98.73%	100.00%	100.00%	100.00%
set6-0340000301467-LSM12-ex-4	95.43%	100.00%	100.00%	100.00%
set6-0340000301493-ndufaf4-ex-3	95.69%	100.00%	100.00%	100.00%
set6-0340000301499-mthfd2-ex-0	96.68%	100.00%	100.00%	100.00%
set6-0340000301918-BARD1-ex-2	96.93%	100.00%	100.00%	100.00%
set6-0340000301920-SUPT5H-ex-10	95.97%	100.00%	100.00%	100.00%
